Metric,Value
total_epochs,30
final_mse,4.8099169362103567e-05
best_mse,4.8099169362103567e-05
average_mse,189.69601906860152
final_kp,0.5004206299781799
final_ki,-0.0003838952980004251
final_kd,0.007550857495516539
