epoch,final_output,ground_truth,mse,predictions
0,0.19488489627838135,"0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000",0.1350552886724472,"0.200000,0.199664,0.199331,0.199110,0.198845,0.198553,0.198240,0.197928,0.197715,0.197398,0.197259,0.197007,0.196838,0.196522,0.196232,0.195967,0.195766,0.195454,0.195214,0.194913,0.194583,0.194276,0.194019,0.193869,0.193694,0.193389,0.193128,0.192967,0.192835,0.192584,0.192378,0.192120,0.191824,0.191609,0.191473,0.191192,0.190949,0.190662,0.190388,0.190171,0.189899,0.189628,0.189367,0.189176,0.188953,0.188819,0.188586,0.188523,0.188400,0.188236,0.188139,0.188049,0.187824,0.187736,0.187508,0.187389,0.187164,0.187000,0.186910,0.186727,0.186673,0.186524,0.186409,0.186365,0.186314,0.186292,0.186236,0.186214,0.186035,0.185988,0.185939,0.185766,0.185762,0.185670,0.185579,0.185501,0.185475,0.185441,0.185350,0.185250,0.185239,0.185083,0.185071,0.184944,0.184893,0.184797,0.184835,0.184693,0.184728,0.184630,0.184625,0.184533,0.184512,0.184487,0.184467,0.184430,0.184460,0.184389,0.184393,0.184298,0.184351,0.184378,0.184416,0.184346,0.184381,0.184317,0.184323,0.184377,0.184467,0.184523,0.184460,0.184388,0.184450,0.184404,0.184436,0.184419,0.184440,0.184467,0.184590,0.184598,0.184563,0.184570,0.184612,0.184736,0.184754,0.184772,0.184773,0.184889,0.184957,0.185010,0.185115,0.185125,0.185283,0.185258,0.185375,0.185455,0.185620,0.185612,0.185742,0.185812,0.185954,0.186058,0.186208,0.186383,0.186485,0.186508,0.186563,0.186587,0.186764,0.186859,0.186970,0.186994,0.187112,0.187152,0.187328,0.187428,0.187551,0.187656,0.187751,0.187925,0.188050,0.188187,0.188372,0.188444,0.188632,0.188817,0.188916,0.188968,0.189189,0.189388,0.189492,0.189685,0.189820,0.189906,0.190088,0.190216,0.190394,0.190654,0.190727,0.190828,0.191054,0.191140,0.191394,0.191576,0.191846,0.192051,0.192222,0.192480,0.192646,0.192760,0.192961,0.193220,0.193462,0.193723,0.193938,0.194075,0.194244,0.194490,0.194654,0.194885"
1,0.28887835144996643,"0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000",0.10810938477516174,"0.195066,0.195398,0.195768,0.196095,0.196562,0.196897,0.197332,0.197799,0.198190,0.198522,0.198942,0.199259,0.199609,0.200097,0.200505,0.200923,0.201343,0.201662,0.202091,0.202571,0.202983,0.203476,0.203883,0.204305,0.204756,0.205253,0.205596,0.205970,0.206429,0.206926,0.207352,0.207795,0.208229,0.208636,0.209023,0.209414,0.209939,0.210282,0.210685,0.211099,0.211503,0.212033,0.212382,0.212829,0.213222,0.213702,0.214148,0.214686,0.215129,0.215591,0.216137,0.216633,0.217003,0.217435,0.217936,0.218332,0.218699,0.219227,0.219752,0.220262,0.220705,0.221239,0.221796,0.222300,0.222725,0.223264,0.223735,0.224260,0.224773,0.225203,0.225664,0.226152,0.226546,0.227044,0.227455,0.227912,0.228463,0.228973,0.229358,0.229840,0.230331,0.230881,0.231255,0.231793,0.232223,0.232693,0.233269,0.233838,0.234272,0.234724,0.235116,0.235573,0.236121,0.236558,0.236989,0.237405,0.237833,0.238322,0.238837,0.239391,0.239880,0.240425,0.240953,0.241464,0.242000,0.242500,0.242889,0.243356,0.243846,0.244331,0.244821,0.245270,0.245748,0.246196,0.246679,0.247135,0.247657,0.248047,0.248547,0.249096,0.249519,0.249989,0.250465,0.250897,0.251477,0.251915,0.252500,0.252906,0.253368,0.253918,0.254478,0.255047,0.255629,0.256162,0.256625,0.257148,0.257544,0.258079,0.258642,0.259045,0.259467,0.259954,0.260506,0.261090,0.261674,0.262254,0.262688,0.263203,0.263694,0.264140,0.264604,0.265107,0.265679,0.266087,0.266607,0.267038,0.267576,0.268114,0.268635,0.269166,0.269696,0.270278,0.270714,0.271154,0.271748,0.272229,0.272801,0.273305,0.273810,0.274233,0.274684,0.275252,0.275750,0.276177,0.276579,0.277128,0.277561,0.278068,0.278537,0.279107,0.279549,0.280085,0.280584,0.281138,0.281671,0.282107,0.282657,0.283154,0.283563,0.283957,0.284351,0.284829,0.285268,0.285766,0.286308,0.286758,0.287295,0.287860,0.288324,0.288878"
2,0.40562868118286133,"0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000",0.04703870043158531,"0.289377,0.289938,0.290634,0.291351,0.292072,0.292638,0.293218,0.293838,0.294528,0.295088,0.295745,0.296296,0.296909,0.297546,0.298260,0.298945,0.299645,0.300191,0.300844,0.301378,0.302019,0.302686,0.303241,0.303883,0.304455,0.305155,0.305713,0.306397,0.307028,0.307583,0.308166,0.308886,0.309590,0.310159,0.310773,0.311457,0.312138,0.312759,0.313340,0.314058,0.314753,0.315326,0.315875,0.316462,0.317074,0.317670,0.318354,0.319028,0.319600,0.320165,0.320714,0.321313,0.321878,0.322511,0.323184,0.323718,0.324251,0.324916,0.325496,0.326163,0.326864,0.327380,0.327983,0.328498,0.329204,0.329726,0.330287,0.330951,0.331559,0.332160,0.332728,0.333283,0.333915,0.334581,0.335148,0.335804,0.336339,0.336935,0.337522,0.338141,0.338704,0.339273,0.339931,0.340620,0.341255,0.341913,0.342583,0.343109,0.343639,0.344236,0.344894,0.345555,0.346192,0.346756,0.347249,0.347781,0.348470,0.349011,0.349537,0.350215,0.350819,0.351449,0.352041,0.352585,0.353132,0.353640,0.354179,0.354820,0.355352,0.355977,0.356561,0.357065,0.357688,0.358247,0.358842,0.359412,0.360011,0.360633,0.361286,0.361923,0.362511,0.363034,0.363528,0.364123,0.364654,0.365163,0.365669,0.366300,0.366770,0.367402,0.368063,0.368542,0.369164,0.369764,0.370320,0.370845,0.371344,0.371825,0.372441,0.373002,0.373503,0.374156,0.374703,0.375246,0.375793,0.376319,0.376844,0.377489,0.378007,0.378491,0.379113,0.379666,0.380319,0.380835,0.381357,0.381917,0.382480,0.383025,0.383559,0.384200,0.384773,0.385366,0.385873,0.386340,0.386875,0.387481,0.387986,0.388464,0.388960,0.389473,0.390032,0.390545,0.391027,0.391657,0.392100,0.392741,0.393348,0.393974,0.394513,0.395007,0.395609,0.396139,0.396725,0.397244,0.397696,0.398316,0.398837,0.399352,0.399832,0.400299,0.400857,0.401366,0.401894,0.402335,0.402937,0.403496,0.403930,0.404558,0.405024,0.405629"
3,0.5128576159477234,"0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000",0.009918928146362305,"0.406231,0.406727,0.407331,0.408015,0.408570,0.409158,0.409717,0.410316,0.410912,0.411416,0.411954,0.412505,0.413094,0.413777,0.414333,0.414875,0.415396,0.416043,0.416554,0.417211,0.417827,0.418395,0.418961,0.419443,0.420052,0.420638,0.421196,0.421736,0.422250,0.422783,0.423406,0.424001,0.424567,0.425226,0.425895,0.426499,0.427002,0.427481,0.428058,0.428564,0.429082,0.429654,0.430189,0.430665,0.431292,0.431951,0.432473,0.433062,0.433630,0.434113,0.434681,0.435256,0.435872,0.436516,0.437142,0.437619,0.438137,0.438604,0.439254,0.439780,0.440328,0.440834,0.441469,0.441944,0.442530,0.443148,0.443777,0.444294,0.444860,0.445416,0.445876,0.446387,0.446882,0.447356,0.447971,0.448523,0.449097,0.449630,0.450130,0.450645,0.451118,0.451699,0.452153,0.452770,0.453315,0.453773,0.454315,0.454767,0.455257,0.455818,0.456430,0.457006,0.457522,0.458106,0.458641,0.459273,0.459776,0.460380,0.460821,0.461319,0.461833,0.462291,0.462775,0.463247,0.463752,0.464376,0.464977,0.465533,0.466057,0.466648,0.467236,0.467755,0.468201,0.468763,0.469230,0.469731,0.470320,0.470749,0.471235,0.471788,0.472339,0.472800,0.473375,0.473990,0.474535,0.474956,0.475414,0.475964,0.476524,0.477132,0.477601,0.478060,0.478495,0.479031,0.479573,0.480170,0.480770,0.481277,0.481726,0.482245,0.482855,0.483359,0.483815,0.484285,0.484787,0.485287,0.485790,0.486365,0.486797,0.487337,0.487825,0.488430,0.488868,0.489406,0.489979,0.490547,0.491009,0.491432,0.492013,0.492462,0.492903,0.493436,0.493953,0.494513,0.495098,0.495614,0.496101,0.496576,0.497171,0.497746,0.498146,0.498746,0.499338,0.499871,0.500447,0.500914,0.501337,0.501897,0.502368,0.502963,0.503358,0.503873,0.504304,0.504876,0.505379,0.505800,0.506279,0.506829,0.507372,0.507798,0.508334,0.508756,0.509278,0.509795,0.510341,0.510796,0.511282,0.511797,0.512277,0.512858"
4,0.5985570549964905,"0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000",0.0007476062746718526,"0.513331,0.513725,0.514280,0.514736,0.515139,0.515643,0.516009,0.516423,0.516906,0.517365,0.517756,0.518221,0.518724,0.519132,0.519512,0.519997,0.520508,0.520870,0.521254,0.521809,0.522173,0.522633,0.523025,0.523461,0.523827,0.524307,0.524833,0.525214,0.525730,0.526087,0.526485,0.526916,0.527466,0.527898,0.528288,0.528652,0.529019,0.529398,0.529938,0.530339,0.530709,0.531099,0.531544,0.531943,0.532418,0.532930,0.533418,0.533785,0.534251,0.534685,0.535129,0.535550,0.535910,0.536307,0.536709,0.537236,0.537667,0.538161,0.538658,0.539127,0.539657,0.540173,0.540652,0.540995,0.541341,0.541707,0.542248,0.542673,0.543145,0.543557,0.544087,0.544610,0.545037,0.545537,0.546037,0.546457,0.546802,0.547189,0.547579,0.547998,0.548383,0.548754,0.549208,0.549638,0.550157,0.550601,0.550960,0.551306,0.551834,0.552300,0.552710,0.553156,0.553568,0.553939,0.554363,0.554839,0.555174,0.555618,0.556024,0.556541,0.556988,0.557505,0.557914,0.558376,0.558723,0.559225,0.559609,0.560064,0.560492,0.560979,0.561325,0.561851,0.562293,0.562655,0.563180,0.563635,0.564010,0.564414,0.564776,0.565266,0.565724,0.566146,0.566652,0.567007,0.567475,0.567924,0.568420,0.568816,0.569216,0.569650,0.570124,0.570561,0.571067,0.571423,0.571755,0.572176,0.572693,0.573183,0.573504,0.573994,0.574439,0.574929,0.575275,0.575652,0.576120,0.576441,0.576862,0.577344,0.577714,0.578090,0.578571,0.578934,0.579371,0.579693,0.580038,0.580450,0.580776,0.581273,0.581656,0.582134,0.582470,0.582947,0.583306,0.583649,0.584132,0.584458,0.584835,0.585218,0.585685,0.586049,0.586386,0.586710,0.587107,0.587465,0.587806,0.588289,0.588763,0.589216,0.589593,0.590087,0.590572,0.590895,0.591405,0.591853,0.592270,0.592681,0.593134,0.593587,0.593997,0.594408,0.594725,0.595223,0.595606,0.596076,0.596552,0.597029,0.597365,0.597678,0.598105,0.598557"
5,0.6603661775588989,"0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000",0.00829559750854969,"0.598882,0.599177,0.599547,0.599777,0.600024,0.600396,0.600673,0.601003,0.601392,0.601637,0.601897,0.602211,0.602544,0.602758,0.603150,0.603389,0.603619,0.603855,0.604178,0.604441,0.604796,0.605139,0.605407,0.605717,0.605928,0.606255,0.606465,0.606692,0.606934,0.607200,0.607566,0.607825,0.608052,0.608371,0.608595,0.608817,0.609181,0.609522,0.609814,0.610160,0.610377,0.610754,0.611148,0.611473,0.611817,0.612210,0.612556,0.612957,0.613306,0.613659,0.613901,0.614216,0.614523,0.614819,0.615198,0.615561,0.615950,0.616260,0.616548,0.616879,0.617120,0.617424,0.617638,0.617856,0.618256,0.618521,0.618860,0.619242,0.619459,0.619716,0.620090,0.620360,0.620704,0.620991,0.621396,0.621768,0.622136,0.622427,0.622813,0.623101,0.623455,0.623770,0.624114,0.624397,0.624716,0.625088,0.625359,0.625586,0.625867,0.626098,0.626308,0.626527,0.626904,0.627191,0.627439,0.627835,0.628050,0.628338,0.628634,0.629036,0.629356,0.629742,0.630102,0.630314,0.630622,0.630976,0.631256,0.631605,0.631818,0.632228,0.632443,0.632820,0.633179,0.633552,0.633805,0.634048,0.634439,0.634768,0.635019,0.635315,0.635588,0.635926,0.636249,0.636559,0.636855,0.637146,0.637431,0.637786,0.638055,0.638444,0.638835,0.639064,0.639290,0.639636,0.639863,0.640132,0.640395,0.640756,0.641006,0.641281,0.641607,0.641932,0.642145,0.642448,0.642762,0.643079,0.643455,0.643854,0.644091,0.644400,0.644751,0.645150,0.645455,0.645808,0.646157,0.646412,0.646762,0.647033,0.647428,0.647702,0.647951,0.648195,0.648589,0.648975,0.649222,0.649435,0.649727,0.649994,0.650334,0.650631,0.650934,0.651253,0.651491,0.651732,0.652095,0.652375,0.652667,0.653073,0.653397,0.653796,0.654175,0.654559,0.654917,0.655130,0.655456,0.655839,0.656106,0.656516,0.656726,0.657110,0.657515,0.657833,0.658138,0.658535,0.658924,0.659140,0.659532,0.659780,0.660145,0.660366"
